,fips,first_case_date,first_death_date,first_case_week,first_death_week
2738,48421,2020-04-17,,2020-04-13,
2739,48423,2020-03-13,2020-03-25,2020-03-09,2020-03-23
2740,48425,,,,
2741,48427,2020-03-26,,2020-03-23,
2742,48429,2020-04-10,,2020-04-06,
2743,48431,,,,
2744,48433,,,,
2745,48435,,,,
2746,48437,2020-03-26,,2020-03-23,
2747,48439,2020-03-11,2020-03-18,2020-03-09,2020-03-16
2748,48441,2020-03-26,2020-04-04,2020-03-23,2020-03-30
2749,48443,,,,
2750,48445,2020-03-24,,2020-03-23,
2751,48447,,,,
2752,48449,2020-04-03,,2020-03-30,
2753,48451,2020-03-24,2020-04-09,2020-03-23,2020-04-06
2754,48453,2020-03-13,2020-03-27,2020-03-09,2020-03-23
2755,48455,2020-04-03,,2020-03-30,
2756,48457,2020-03-31,,2020-03-30,
2757,48459,2020-03-21,,2020-03-16,
2758,48461,,,,
2759,48463,2020-03-27,,2020-03-23,
2760,48465,2020-03-25,,2020-03-23,
2761,48467,2020-03-19,2020-03-29,2020-03-16,2020-03-23
2762,48469,2020-03-24,2020-04-15,2020-03-23,2020-04-13
2763,48471,2020-03-22,2020-04-22,2020-03-16,2020-04-20
2764,48473,2020-03-23,,2020-03-23,
2765,48475,,,,
2766,48477,2020-03-27,2020-04-03,2020-03-23,2020-03-30
2767,48479,2020-03-17,2020-03-30,2020-03-16,2020-03-30
2768,48481,2020-03-21,,2020-03-16,
2769,48483,2020-04-22,,2020-04-20,
2770,48485,2020-03-18,2020-04-17,2020-03-16,2020-04-13
2771,48487,2020-04-14,,2020-04-13,
2772,48489,2020-03-27,2020-04-05,2020-03-23,2020-03-30
2773,48491,2020-03-18,2020-03-29,2020-03-16,2020-03-23
2774,48493,2020-03-25,2020-04-17,2020-03-23,2020-04-13
2775,48495,2020-04-10,,2020-04-06,
2776,48497,2020-03-30,2020-04-16,2020-03-30,2020-04-13
2777,48499,2020-03-31,,2020-03-30,
2778,48501,2020-03-27,,2020-03-23,
2779,48503,2020-03-25,2020-04-16,2020-03-23,2020-04-13
2780,48505,2020-04-06,,2020-04-06,
2781,48507,2020-04-17,,2020-04-13,
2782,49001,2020-03-29,,2020-03-23,
2783,49003,2020-03-20,,2020-03-16,
2784,49005,2020-03-19,,2020-03-16,
2785,49007,2020-04-03,,2020-03-30,
2786,49009,,,,
2787,49011,2020-03-07,2020-03-22,2020-03-02,2020-03-16
2788,49013,2020-04-02,,2020-03-30,
2789,49015,2020-04-03,,2020-03-30,
2790,49017,2020-03-29,,2020-03-23,
2791,49019,2020-03-29,,2020-03-23,
2792,49021,2020-03-29,,2020-03-23,
2793,49023,,,,
2794,49025,2020-04-02,,2020-03-30,
2795,49027,,,,
2796,49029,,,,
2797,49031,,,,
2798,49033,,,,
2799,49035,2020-03-13,2020-03-30,2020-03-09,2020-03-30
2800,49037,2020-03-28,2020-04-17,2020-03-23,2020-04-13
2801,49039,,,,
2802,49041,,,,
2803,49043,2020-03-11,,2020-03-09,
2804,49045,2020-03-16,,2020-03-16,
2805,49047,2020-03-31,,2020-03-30,
2806,49049,2020-03-18,2020-04-06,2020-03-16,2020-04-06
2807,49051,2020-03-16,2020-04-17,2020-03-16,2020-04-13
2808,49053,2020-03-23,2020-03-29,2020-03-23,2020-03-23
2809,49055,,,,
2810,49057,2020-03-10,2020-03-31,2020-03-09,2020-03-30
2811,50001,2020-03-18,2020-04-12,2020-03-16,2020-04-06
2812,50003,2020-03-08,2020-04-09,2020-03-02,2020-04-06
2813,50005,2020-03-23,,2020-03-23,
2814,50007,2020-03-12,2020-03-20,2020-03-09,2020-03-16
2815,50009,2020-04-09,,2020-04-06,
2816,50011,2020-03-21,2020-04-09,2020-03-16,2020-04-06
2817,50013,2020-04-07,,2020-04-06,
2818,50015,2020-03-23,2020-04-09,2020-03-23,2020-04-06
2819,50017,2020-03-16,,2020-03-16,
2820,50019,2020-03-23,,2020-03-23,
2821,50021,2020-03-21,2020-04-17,2020-03-16,2020-04-13
2822,50023,2020-03-14,2020-04-17,2020-03-09,2020-04-13
2823,50025,2020-03-21,2020-04-09,2020-03-16,2020-04-06
2824,50027,2020-03-14,2020-03-19,2020-03-09,2020-03-16
2825,51001,2020-03-20,2020-04-22,2020-03-16,2020-04-20
2826,51003,2020-03-19,2020-04-22,2020-03-16,2020-04-20
2827,51005,2020-03-30,,2020-03-30,
2828,51007,2020-03-26,2020-04-22,2020-03-23,2020-04-20
2829,51009,2020-03-22,2020-04-22,2020-03-16,2020-04-20
2830,51011,2020-04-06,,2020-04-06,
2831,51013,2020-03-10,2020-03-29,2020-03-09,2020-03-23
2832,51015,2020-04-01,2020-04-23,2020-03-30,2020-04-20
2833,51017,,,,
2834,51019,2020-03-22,,2020-03-16,
2835,51021,,,,
2836,51023,2020-03-19,2020-04-22,2020-03-16,2020-04-20
2837,51025,2020-03-31,,2020-03-30,
2838,51027,2020-04-07,,2020-04-06,
2839,51029,2020-03-31,,2020-03-30,
2840,51031,2020-03-31,,2020-03-30,
2841,51033,2020-04-03,2020-04-30,2020-03-30,2020-04-27
2842,51035,2020-03-31,,2020-03-30,
2843,51036,2020-03-18,2020-04-22,2020-03-16,2020-04-20
2844,51037,2020-04-04,,2020-03-30,
2845,51041,2020-03-14,2020-04-22,2020-03-09,2020-04-20
2846,51043,2020-04-02,,2020-03-30,
2847,51045,2020-04-07,,2020-04-06,
2848,51047,2020-03-22,2020-04-22,2020-03-16,2020-04-20
2849,51049,2020-04-02,,2020-03-30,
2850,51051,,,,
2851,51053,2020-04-07,,2020-04-06,
2852,51057,2020-04-16,,2020-04-13,
2853,51059,2020-03-08,2020-03-21,2020-03-02,2020-03-16
2854,51061,2020-03-26,2020-04-22,2020-03-23,2020-04-20
2855,51063,2020-04-09,,2020-04-06,
2856,51065,2020-03-22,2020-04-22,2020-03-16,2020-04-20
2857,51067,2020-03-20,,2020-03-16,
2858,51069,2020-03-25,2020-04-28,2020-03-23,2020-04-27
2859,51071,2020-04-06,,2020-04-06,
2860,51073,2020-03-19,2020-04-22,2020-03-16,2020-04-20
2861,51075,2020-03-17,2020-04-22,2020-03-16,2020-04-20
2862,51077,2020-04-28,,2020-04-27,
2863,51079,2020-03-27,2020-04-22,2020-03-23,2020-04-20
2864,51081,2020-03-29,2020-04-22,2020-03-23,2020-04-20
2865,51083,2020-03-24,,2020-03-23,
2866,51085,2020-03-11,2020-04-22,2020-03-09,2020-04-20
2867,51087,2020-03-16,2020-03-24,2020-03-16,2020-03-23
2868,51089,2020-03-30,2020-04-22,2020-03-30,2020-04-20
2869,51091,2020-04-22,,2020-04-20,
2870,51093,2020-03-21,2020-04-22,2020-03-16,2020-04-20
2871,51095,2020-03-13,2020-03-14,2020-03-09,2020-03-09
2872,51097,2020-03-31,,2020-03-30,
2873,51099,2020-03-27,2020-04-22,2020-03-23,2020-04-20
2874,51101,2020-03-30,2020-04-29,2020-03-30,2020-04-27
2875,51103,2020-03-28,,2020-03-23,
2876,51105,2020-03-21,,2020-03-16,
2877,51107,2020-03-10,2020-03-26,2020-03-09,2020-03-23
2878,51109,2020-03-22,,2020-03-16,
2879,51111,2020-04-07,,2020-04-06,
2880,51113,2020-03-24,2020-05-04,2020-03-23,2020-05-04
2881,51115,2020-03-25,,2020-03-23,
2882,51117,2020-03-20,2020-04-22,2020-03-16,2020-04-20
2883,51119,2020-04-09,,2020-04-06,
2884,51121,2020-03-27,2020-04-25,2020-03-23,2020-04-20
2885,51125,2020-03-24,,2020-03-23,
2886,51127,2020-03-28,2020-04-22,2020-03-23,2020-04-20
2887,51131,2020-03-27,2020-05-03,2020-03-23,2020-04-27
2888,51133,2020-03-27,,2020-03-23,
2889,51135,2020-03-25,,2020-03-23,
2890,51137,2020-03-24,,2020-03-23,
2891,51139,2020-03-31,2020-04-29,2020-03-30,2020-04-27
2892,51141,2020-04-21,,2020-04-20,
2893,51143,2020-03-26,2020-04-22,2020-03-23,2020-04-20
2894,51145,2020-03-28,,2020-03-23,
2895,51147,2020-03-13,2020-04-22,2020-03-09,2020-04-20
2896,51149,2020-03-27,,2020-03-23,
2897,51153,2020-03-13,2020-03-28,2020-03-09,2020-03-23
2898,51155,2020-04-03,,2020-03-30,
2899,51157,2020-04-07,,2020-04-06,
2900,51159,2020-03-22,2020-05-05,2020-03-16,2020-05-04
2901,51161,2020-03-25,,2020-03-23,
2902,51163,2020-03-20,,2020-03-16,
2903,51165,2020-03-22,2020-04-22,2020-03-16,2020-04-20
2904,51167,2020-04-06,,2020-04-06,
2905,51169,2020-04-10,2020-04-22,2020-04-06,2020-04-20
2906,51171,2020-03-25,2020-04-25,2020-03-23,2020-04-20
2907,51173,2020-03-30,,2020-03-30,
2908,51175,2020-03-27,2020-04-22,2020-03-23,2020-04-20
2909,51177,2020-03-10,2020-04-22,2020-03-09,2020-04-20
2910,51179,2020-03-17,2020-04-22,2020-03-16,2020-04-20
2911,51181,2020-03-31,2020-04-22,2020-03-30,2020-04-20
2912,51183,2020-04-01,2020-04-22,2020-03-30,2020-04-20
2913,51185,2020-03-29,,2020-03-23,
2914,51187,2020-03-26,,2020-03-23,
2915,51191,2020-03-26,2020-04-22,2020-03-23,2020-04-20
2916,51193,2020-03-12,,2020-03-09,
2917,51195,2020-04-03,2020-04-22,2020-03-30,2020-04-20
2918,51197,2020-03-29,2020-04-22,2020-03-23,2020-04-20
2919,51199,2020-03-17,2020-03-16,2020-03-16,2020-03-16
2920,51510,2020-03-16,2020-04-08,2020-03-16,2020-04-06
2921,51520,2020-03-27,,2020-03-23,
2922,51530,2020-04-03,,2020-03-30,
2923,51540,2020-03-16,2020-04-04,2020-03-16,2020-03-30
2924,51550,2020-03-24,2020-04-16,2020-03-23,2020-04-13
2925,51570,2020-04-08,2020-04-22,2020-04-06,2020-04-20
2926,51580,2020-04-01,,2020-03-30,
2927,51590,2020-03-22,2020-04-22,2020-03-16,2020-04-20
2928,51595,2020-04-03,2020-04-22,2020-03-30,2020-04-20
2929,51600,2020-03-25,2020-04-22,2020-03-23,2020-04-20
2930,51610,2020-04-12,2020-04-22,2020-04-06,2020-04-20
2931,51620,2020-03-31,2020-05-01,2020-03-30,2020-04-27
2932,51630,2020-03-25,,2020-03-23,
2933,51640,2020-03-27,,2020-03-23,
2934,51650,2020-03-26,2020-03-28,2020-03-23,2020-03-23
2935,51660,2020-03-13,2020-04-22,2020-03-09,2020-04-20
2936,51670,2020-03-28,,2020-03-23,
2937,51678,2020-04-03,,2020-03-30,
2938,51680,2020-03-18,2020-04-22,2020-03-16,2020-04-20
2939,51683,2020-03-28,2020-04-23,2020-03-23,2020-04-20
2940,51685,2020-03-29,2020-04-22,2020-03-23,2020-04-20
2941,51690,2020-04-28,,2020-04-27,
2942,51700,2020-03-20,2020-03-22,2020-03-16,2020-03-16
2943,51710,2020-03-10,2020-04-15,2020-03-09,2020-04-13
2944,51720,2020-04-18,,2020-04-13,
2945,51730,2020-03-30,2020-04-22,2020-03-30,2020-04-20
2946,51735,2020-03-26,,2020-03-23,
2947,51740,2020-03-27,2020-04-17,2020-03-23,2020-04-13
2948,51750,2020-03-25,,2020-03-23,
2949,51760,2020-03-18,2020-04-17,2020-03-16,2020-04-13
2950,51770,2020-03-27,,2020-03-23,
2951,51775,2020-04-02,,2020-03-30,
2952,51790,2020-04-02,,2020-03-30,
2953,51800,2020-03-19,2020-04-22,2020-03-16,2020-04-20
2954,51810,2020-03-16,2020-03-24,2020-03-16,2020-03-23
2955,51820,2020-03-31,,2020-03-30,
2956,51830,2020-03-17,2020-03-22,2020-03-16,2020-03-16
2957,51840,2020-03-29,,2020-03-23,
2958,53001,2020-03-23,,2020-03-23,
2959,53003,2020-04-04,2020-04-23,2020-03-30,2020-04-20
2960,53005,2020-03-20,2020-03-20,2020-03-16,2020-03-16
2961,53007,2020-03-17,2020-03-25,2020-03-16,2020-03-23
2962,53009,2020-03-20,,2020-03-16,
2963,53011,2020-03-07,2020-03-17,2020-03-02,2020-03-16
2964,53013,2020-03-13,,2020-03-09,
2965,53015,2020-03-16,,2020-03-16,
2966,53017,2020-03-23,2020-04-14,2020-03-23,2020-04-13
2967,53019,2020-03-26,,2020-03-23,
2968,53021,2020-03-18,2020-04-03,2020-03-16,2020-03-30
2969,53023,2020-03-22,2020-03-22,2020-03-16,2020-03-16
2970,53025,2020-03-05,2020-03-09,2020-03-02,2020-03-09
2971,53027,2020-03-13,,2020-03-09,
2972,53029,2020-03-11,2020-03-19,2020-03-09,2020-03-16
2973,53031,2020-03-07,,2020-03-02,
2974,53033,2020-01-22,2020-02-29,2020-01-20,2020-02-24
2975,53035,2020-03-10,2020-03-28,2020-03-09,2020-03-23
2976,53037,2020-03-08,2020-04-09,2020-03-02,2020-04-06
2977,53039,2020-03-17,2020-03-30,2020-03-16,2020-03-30
2978,53041,2020-03-16,2020-04-07,2020-03-16,2020-04-06
2979,53043,2020-03-16,,2020-03-16,
2980,53045,2020-03-18,2020-04-26,2020-03-16,2020-04-20
2981,53047,2020-03-26,2020-04-25,2020-03-23,2020-04-20
2982,53049,2020-04-11,,2020-04-06,
2983,53051,2020-04-03,,2020-03-30,
2984,53053,2020-03-07,2020-03-18,2020-03-02,2020-03-16
2985,53055,2020-03-21,,2020-03-16,
2986,53057,2020-03-11,2020-03-24,2020-03-09,2020-03-23
2987,53059,2020-03-28,,2020-03-23,
2988,53061,2020-02-29,2020-03-02,2020-02-24,2020-03-02
2989,53063,2020-03-14,2020-03-28,2020-03-09,2020-03-23
2990,53065,2020-03-21,2020-04-14,2020-03-16,2020-04-13
2991,53067,2020-03-11,2020-04-04,2020-03-09,2020-03-30
2992,53069,2020-04-03,,2020-03-30,
2993,53071,2020-03-21,,2020-03-16,
2994,53073,2020-03-11,2020-03-20,2020-03-09,2020-03-16
2995,53075,2020-03-22,,2020-03-16,
2996,53077,2020-03-13,2020-03-25,2020-03-09,2020-03-23
2997,54001,2020-04-01,2020-04-23,2020-03-30,2020-04-20
2998,54003,2020-03-25,2020-04-17,2020-03-23,2020-04-13
2999,54005,2020-04-08,,2020-04-06,
3000,54007,2020-04-08,,2020-04-06,
3001,54009,2020-04-07,,2020-04-06,
3002,54011,2020-03-30,,2020-03-30,
3003,54013,,,,
3004,54015,,,,
3005,54017,,,,
3006,54019,2020-04-07,,2020-04-06,
3007,54021,2020-04-26,,2020-04-20,
3008,54023,2020-04-13,,2020-04-13,
3009,54025,2020-03-28,,2020-03-23,
3010,54027,2020-04-08,2020-04-23,2020-04-06,2020-04-20
3011,54029,2020-03-26,,2020-03-23,
3012,54031,2020-03-31,,2020-03-30,
3013,54033,2020-03-24,2020-04-06,2020-03-23,2020-04-06
3014,54035,2020-03-20,2020-04-03,2020-03-16,2020-03-30
3015,54037,2020-03-18,2020-04-28,2020-03-16,2020-04-27
3016,54039,2020-03-20,2020-04-23,2020-03-16,2020-04-20
3017,54041,2020-04-06,,2020-04-06,
3018,54043,2020-04-15,,2020-04-13,
3019,54045,2020-03-26,2020-04-13,2020-03-23,2020-04-13
3020,54047,2020-04-07,,2020-04-06,
3021,54049,2020-03-26,2020-03-30,2020-03-23,2020-03-30
3022,54051,2020-03-21,,2020-03-16,
3023,54053,2020-03-27,,2020-03-23,
3024,54055,2020-03-19,,2020-03-16,
3025,54057,2020-04-03,,2020-03-30,
3026,54059,2020-04-13,2020-04-23,2020-04-13,2020-04-20
3027,54061,2020-03-20,2020-04-05,2020-03-16,2020-03-30
3028,54063,2020-04-10,,2020-04-06,
3029,54065,2020-03-30,,2020-03-30,
3030,54067,2020-04-07,,2020-04-06,
3031,54069,2020-03-26,2020-04-23,2020-03-23,2020-04-20
3032,54071,2020-04-03,,2020-03-30,
3033,54073,2020-03-28,,2020-03-23,
3034,54075,2020-04-27,,2020-04-27,
3035,54077,2020-03-25,,2020-03-23,
3036,54079,2020-03-22,,2020-03-16,
3037,54081,2020-03-26,,2020-03-23,
3038,54083,2020-03-30,,2020-03-30,
3039,54085,2020-05-03,,2020-04-27,
3040,54087,2020-03-30,,2020-03-30,
3041,54089,2020-04-12,,2020-04-06,
3042,54091,2020-04-06,,2020-04-06,
3043,54093,2020-03-20,,2020-03-16,
3044,54095,2020-04-07,,2020-04-06,
3045,54097,2020-03-27,,2020-03-23,
3046,54099,2020-04-10,2020-04-23,2020-04-06,2020-04-20
3047,54101,,,,
3048,54103,2020-03-30,,2020-03-30,
3049,54105,2020-03-30,,2020-03-30,
3050,54107,2020-03-25,2020-04-23,2020-03-23,2020-04-20
3051,54109,2020-04-07,,2020-04-06,
3052,55001,2020-04-02,2020-04-15,2020-03-30,2020-04-13
3053,55003,2020-03-31,,2020-03-30,
3054,55005,2020-04-03,,2020-03-30,
3055,55007,2020-03-19,2020-04-18,2020-03-16,2020-04-13
3056,55009,2020-03-18,2020-04-10,2020-03-16,2020-04-06
3057,55011,2020-03-31,2020-04-05,2020-03-30,2020-03-30
3058,55013,,,,
3059,55015,2020-03-19,,2020-03-16,
3060,55017,2020-03-20,,2020-03-16,
3061,55019,2020-03-25,2020-04-20,2020-03-23,2020-04-20
3062,55021,2020-03-19,2020-04-08,2020-03-16,2020-04-06
3063,55023,2020-04-01,,2020-03-30,
3064,55025,2020-03-10,2020-03-25,2020-03-09,2020-03-23
3065,55027,2020-03-23,2020-04-14,2020-03-23,2020-04-13
3066,55029,2020-03-31,2020-04-14,2020-03-30,2020-04-13
3067,55031,2020-03-20,,2020-03-16,
3068,55033,2020-03-19,,2020-03-16,
3069,55035,2020-03-19,,2020-03-16,
3070,55037,2020-04-05,,2020-03-30,
3071,55039,2020-03-12,2020-03-19,2020-03-09,2020-03-16
3072,55041,2020-05-06,,2020-05-04,
3073,55043,2020-03-25,2020-04-10,2020-03-23,2020-04-06
3074,55045,2020-03-20,,2020-03-16,
3075,55047,2020-04-13,,2020-04-13,
3076,55049,2020-03-24,,2020-03-23,
3077,55051,2020-03-27,2020-03-27,2020-03-23,2020-03-23
3078,55053,2020-03-30,2020-04-13,2020-03-30,2020-04-13
3079,55055,2020-03-20,,2020-03-16,
3080,55057,2020-03-26,2020-04-13,2020-03-23,2020-04-13
3081,55059,2020-03-16,2020-04-05,2020-03-16,2020-03-30
3082,55061,2020-04-06,2020-04-15,2020-04-06,2020-04-13
3083,55063,2020-03-18,,2020-03-16,
3084,55065,2020-04-07,,2020-04-06,
3085,55067,,,,
3086,55069,2020-05-01,,2020-04-27,
3087,55071,2020-04-04,2020-04-27,2020-03-30,2020-04-27
3088,55073,2020-03-20,2020-04-12,2020-03-16,2020-04-06
3089,55075,2020-03-27,2020-04-15,2020-03-23,2020-04-13
3090,55077,2020-03-30,2020-04-18,2020-03-30,2020-04-13
3091,55078,2020-04-02,,2020-03-30,
3092,55079,2020-03-13,2020-03-20,2020-03-09,2020-03-16
3093,55081,2020-03-25,2020-04-14,2020-03-23,2020-04-13
3094,55083,2020-03-31,,2020-03-30,
3095,55085,2020-03-28,,2020-03-23,
3096,55087,2020-03-16,2020-04-05,2020-03-16,2020-03-30
3097,55089,2020-03-19,2020-03-19,2020-03-16,2020-03-16
3098,55091,2020-04-03,,2020-03-30,
3099,55093,2020-03-10,,2020-03-09,
3100,55095,2020-04-10,,2020-04-06,
3101,55097,2020-03-26,,2020-03-23,
3102,55099,2020-04-11,,2020-04-06,
3103,55101,2020-03-13,2020-04-05,2020-03-09,2020-03-30
3104,55103,2020-03-28,2020-04-16,2020-03-23,2020-04-13
3105,55105,2020-03-20,2020-04-02,2020-03-16,2020-03-30
3106,55107,2020-04-03,,2020-03-30,
3107,55109,2020-03-19,,2020-03-16,
3108,55111,2020-03-19,2020-03-28,2020-03-16,2020-03-23
3109,55113,2020-04-09,,2020-04-06,
3110,55115,2020-04-05,,2020-03-30,
3111,55117,2020-03-13,2020-04-03,2020-03-09,2020-03-30
3112,55119,,,,
3113,55121,2020-04-02,,2020-03-30,
3114,55123,2020-04-24,,2020-04-20,
3115,55125,2020-03-26,,2020-03-23,
3116,55127,2020-03-18,2020-04-14,2020-03-16,2020-04-13
3117,55129,2020-04-16,,2020-04-13,
3118,55131,2020-03-18,2020-03-31,2020-03-16,2020-03-30
3119,55133,2020-03-12,2020-03-31,2020-03-09,2020-03-30
3120,55135,2020-03-26,2020-03-28,2020-03-23,2020-03-23
3121,55137,2020-04-06,,2020-04-06,
3122,55139,2020-03-14,2020-04-06,2020-03-09,2020-04-06
3123,55141,2020-03-16,,2020-03-16,
3124,56001,2020-03-25,,2020-03-23,
3125,56003,2020-04-12,,2020-04-06,
3126,56005,2020-03-20,,2020-03-16,
3127,56007,2020-03-21,,2020-03-16,
3128,56009,2020-03-28,,2020-03-23,
3129,56011,2020-04-06,,2020-04-06,
3130,56013,2020-03-14,,2020-03-09,
3131,56015,2020-03-27,,2020-03-23,
3132,56017,2020-04-11,,2020-04-06,
3133,56019,2020-03-26,2020-04-13,2020-03-23,2020-04-13
3134,56021,2020-03-17,,2020-03-16,
3135,56023,2020-04-03,,2020-03-30,
3136,56025,2020-03-21,,2020-03-16,
3137,56027,2020-04-10,,2020-04-06,
3138,56029,2020-03-18,,2020-03-16,
3139,56031,2020-04-07,,2020-04-06,
3140,56033,2020-03-12,,2020-03-09,
3141,56035,2020-03-28,,2020-03-23,
3142,56037,2020-03-25,,2020-03-23,
3143,56039,2020-03-19,,2020-03-16,
3144,56041,2020-04-02,,2020-03-30,
3145,56043,2020-03-27,,2020-03-23,
3146,56045,,,,
3147,80001,,,,
3148,80002,,,,
3149,80004,,,,
3150,80005,,,,
3151,80006,,,,
3152,80008,,2020-04-02,,2020-03-30
3153,80009,,,,
3154,80010,,,,
3155,80011,,,,
3156,80012,,,,
3157,80013,2020-04-14,2020-04-17,2020-04-13,2020-04-13
3158,80015,2020-04-03,,2020-03-30,
3159,80016,,,,
3160,80017,2020-05-06,2020-05-06,2020-05-04,2020-05-04
3161,80018,,,,
3162,80019,,,,
3163,80020,,,,
3164,80021,,,,
3165,80022,,,,
3166,80023,,,,
3167,80024,,,,
3168,80025,,,,
3169,80026,2020-03-23,2020-04-01,2020-03-23,2020-03-30
3170,80027,,,,
3171,80028,,,,
3172,80029,,,,
3173,80030,,,,
3174,80031,,,,
3175,80032,,,,
3176,80033,,,,
3177,80034,,,,
3178,80035,,,,
3179,80036,,,,
3180,80037,,,,
3181,80038,,,,
3182,80039,,,,
3183,80040,2020-03-31,,2020-03-30,
3184,80041,,,,
3185,80042,,,,
3186,80044,,,,
3187,80045,,,,
3188,80046,,,,
3189,80047,2020-03-23,2020-04-02,2020-03-23,2020-03-30
3190,80048,,,,
3191,80049,2020-03-23,,2020-03-23,
3192,80050,,,,
3193,80051,,,,
3194,80053,,,,
3195,80054,,,,
3196,80055,,,,
3197,80056,,,,
3198,88888,2020-03-17,,2020-03-16,
3199,90001,2020-03-13,2020-03-31,2020-03-09,2020-03-30
3200,90002,2020-03-13,2020-03-25,2020-03-09,2020-03-23
3201,90004,,2020-03-24,,2020-03-23
3202,90005,2020-03-13,2020-03-24,2020-03-09,2020-03-23
3203,90006,2020-03-14,2020-03-29,2020-03-09,2020-03-23
3204,90008,2020-03-13,2020-03-27,2020-03-09,2020-03-23
3205,90009,2020-03-19,2020-03-31,2020-03-16,2020-03-30
3206,90010,2020-04-10,2020-03-27,2020-04-06,2020-03-23
3207,90011,,,,
3208,90012,2020-03-13,2020-03-20,2020-03-09,2020-03-16
3209,90013,2020-03-19,2020-03-19,2020-03-16,2020-03-16
3210,90015,2020-03-19,2020-04-01,2020-03-16,2020-03-30
3211,90016,2020-03-13,,2020-03-09,
3212,90017,2020-03-19,2020-03-20,2020-03-16,2020-03-16
3213,90018,2020-03-23,2020-04-06,2020-03-23,2020-04-06
3214,90019,2020-03-24,2020-03-31,2020-03-23,2020-03-30
3215,90020,,2020-04-04,,2020-03-30
3216,90021,2020-03-13,2020-03-30,2020-03-09,2020-03-30
3217,90022,2020-03-14,2020-03-24,2020-03-09,2020-03-23
3218,90023,2020-03-13,2020-04-03,2020-03-09,2020-03-30
3219,90024,2020-03-14,2020-03-27,2020-03-09,2020-03-23
3220,90025,2020-03-19,2020-03-22,2020-03-16,2020-03-16
3221,90026,2020-03-13,2020-04-03,2020-03-09,2020-03-30
3222,90027,2020-03-13,2020-03-27,2020-03-09,2020-03-23
3223,90028,2020-03-13,2020-03-30,2020-03-09,2020-03-30
3224,90029,2020-03-13,2020-04-06,2020-03-09,2020-04-06
3225,90030,2020-03-13,2020-03-27,2020-03-09,2020-03-23
3226,90031,2020-03-20,2020-04-02,2020-03-16,2020-03-30
3227,90032,2020-03-19,2020-03-26,2020-03-16,2020-03-23
3228,90033,2020-03-19,2020-04-02,2020-03-16,2020-03-30
3229,90034,2020-03-19,2020-03-19,2020-03-16,2020-03-16
3230,90035,2020-04-02,2020-05-03,2020-03-30,2020-04-27
3231,90036,2020-03-14,2020-03-19,2020-03-09,2020-03-16
3232,90037,2020-04-19,2020-03-25,2020-04-13,2020-03-23
3233,90038,,2020-03-30,,2020-03-30
3234,90039,2020-04-12,2020-04-10,2020-04-06,2020-04-06
3235,90040,2020-04-17,2020-04-01,2020-04-13,2020-03-30
3236,90041,2020-04-12,2020-04-09,2020-04-06,2020-04-06
3237,90042,,,,
3238,90044,2020-03-13,2020-03-28,2020-03-09,2020-03-23
3239,90045,,,,
3240,90046,,2020-04-30,,2020-04-27
3241,90047,2020-03-19,2020-03-27,2020-03-16,2020-03-23
3242,90048,2020-03-19,,2020-03-16,
3243,90049,2020-03-13,2020-04-10,2020-03-09,2020-04-06
3244,90050,2020-03-19,2020-03-19,2020-03-16,2020-03-16
3245,90051,2020-03-13,2020-03-29,2020-03-09,2020-03-23
3246,90053,2020-03-10,,2020-03-09,
3247,90054,2020-04-08,2020-04-02,2020-04-06,2020-03-30
3248,90055,2020-03-27,2020-04-02,2020-03-23,2020-03-30
3249,90056,,2020-04-16,,2020-04-13
3250,99999,2020-03-16,2020-03-19,2020-03-16,2020-03-16
